AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,timestamp
22,1.7,0.23,0.02,1,4.2,5.2,49,39,30,0,57,1.6,1.7,59,54,3.6,2.9,1412377200
24,1.7,0.21,0.03,0.9,4.2,5.1,49,44,24,0,46,1.6,1.7,56,59,2.8,3,1412380800
27,1.7,0.2,0.07,1.2,4.7,5.9,50,36,19,0,39,1.7,1.8,349,66,2.7,0.6,1412384400
29,1.7,0.19,0.06,0.8,4.8,5.7,54,28,18,0,37,1.2,1.8,15,76,2.8,0.4,1412388000
29,1.7,0.18,0.06,0.9,4.1,5,55,39,13,0,36,0.7,1.8,51,299,3.7,1.1,1412391600
29,1.7,0.19,0.06,1,4.3,5.2,60,28,8,0,37,0.8,1.8,63,99,3.4,1,1412395200
30,1.7,0.19,0.09,0.9,4.8,5.7,64,51,6,0,36,0.8,1.8,100,93,3.3,0.5,1412398800
29,1.7,0.19,0.09,0.9,5.4,6.3,65,30,11,0,38,0.9,1.8,99,92,3.6,0.8,1412402400
28,1.7,0.19,0.07,1,5.4,6.4,61,42,11,0,42,0.9,1.8,87,95,3.5,1.5,1412406000
26,1.7,0.21,0.08,0.9,5.9,6.8,55,35,9,0,50,1.6,1.8,78,90,3,1.6,1412409600
24,1.7,0.23,0.08,1.1,8,9.1,49,44,15,0,58,2,1.8,83,69,2.7,1.4,1412413200
23,1.7,0.27,0.09,0.9,9.6,10,44,62,17,0,63,2,1.8,61,66,2,1,1412416800
22,1.7,0.27,0.08,0.9,10,11,41,46,22,0,64,1.9,1.8,56,54,2,1.5,1412420400
22,1.7,0.21,0.05,0.9,7.1,8,44,55,18,0,62,1.7,1.8,54,54,2,2.1,1412424000
22,1.7,0.19,0.04,0.9,6,6.8,45,21,28,0,60,1.6,1.7,54,56,2.2,2.2,1412427600
22,1.7,0.17,0.04,0.7,5,5.6,47,33,18,0,55,1.6,1.7,57,59,2.9,2.9,1412431200
23,1.7,0.15,0.02,0.8,3.7,4.5,49,27,11,0,52,1.5,1.7,56,60,3.1,2.4,1412434800
23,1.7,0.16,0.01,0.9,3.6,4.4,50,37,9,0,53,1.9,1.7,56,53,4.5,3.3,1412438400
22,1.7,0.17,0.01,0.9,3.7,4.6,51,47,9,0,57,1.1,1.7,58,58,4.3,4.6,1412442000
22,1.7,0.18,0.01,0.6,4,4.6,51,31,9,0,59,1,1.7,57,56,2.9,3.5,1412445600
22,1.7,0.19,0.01,0.3,3.4,3.7,51,30,0,0,59,1.1,1.7,58,57,3.9,3.6,1412449200
22,1.7,0.19,0.02,0.2,3.9,4.1,48,17,6,0,63,1.2,1.7,59,61,3.4,3.3,1412452800
22,1.7,0.2,0.02,0.4,4.3,4.6,48,39,7,0,65,1.3,1.7,57,56,2.9,2.4,1412456400
22,1.7,0.2,0.02,0.1,4.7,4.7,47,31,8,0,68,1.4,1.7,58,61,3.2,3.6,1412460000
23,1.7,0.21,0.02,0.2,4.6,4.8,46,30,3,0,63,1.4,1.7,58,59,3.5,3.4,1412463600
24,1.7,0.21,0.03,0.4,4.7,5.1,47,31,2,0,57,1.4,1.7,58,65,2.7,2.8,1412467200
27,1.7,0.2,0.04,0.3,4.6,4.9,50,47,1,0,46,1.2,1.7,62,94,2.9,1.2,1412470800
29,1.7,0.19,0.04,0.7,4.4,5.1,54,54,8,0,40,1.3,1.7,43,63,2.9,0.8,1412474400
29,1.7,0.19,0.04,0.3,4.1,4.5,55,57,11,0,38,0.5,1.7,75,100,2.5,0.6,1412478000
30,1.7,0.21,0.04,0.2,4.1,4.3,58,50,19,0,35,0.5,1.7,33,23,3.8,0.6,1412481600
30,1.7,0.19,0.04,0.3,4.3,4.6,60,65,13,0,37,0.6,1.7,93,96,2.6,0.9,1412485200
29,1.7,0.19,0.04,0.4,4.2,4.6,58,43,13,0,39,0.5,1.7,93,96,4.2,1.6,1412488800
28,1.7,0.2,0.05,0.2,4.5,4.7,57,63,6,0,45,0.6,1.7,78,77,3.6,2,1412492400
27,1.7,0.22,0.04,0.4,4.8,5.2,56,43,7,0,47,1,1.7,78,95,3.1,1.9,1412496000
25,1.7,0.23,0.04,0.3,5.9,6.2,52,65,16,0,54,1.4,1.8,90,81,2.9,1.6,1412499600
24,1.7,0.29,0.06,0.1,9.1,9.3,46,43,23,0,62,1.6,1.8,75,66,2,1.1,1412503200
23,1.7,0.3,0.07,0.1,10,10,42,48,21,0,65,1.5,1.8,58,69,1.5,1,1412506800
22,1.7,0.26,0.04,0.5,7.7,8.2,47,41,17,0,66,1.4,1.8,55,54,4.7,2.6,1412510400
22,1.7,0.23,0.02,0.2,5.2,5.4,52,39,18,0,65,1.3,1.7,58,62,3.4,3.2,1412514000
22,1.7,0.22,0.02,0.1,4.7,4.8,52,46,22,0,65,1.2,1.7,64,82,2.5,2.7,1412517600
22,1.7,0.21,0.02,0.5,4.2,4.6,50,32,25,0,63,1,1.7,72,70,2.9,2.2,1412521200
22,1.7,0.21,0.03,0.3,4,4.4,47,46,25,0,62,0.5,1.7,52,28,1.9,1,1412524800
21,1.7,0.21,0.04,0.5,3.9,4.4,48,40,27,0,62,1.2,1.8,65,83,2,1.2,1412528400
21,1.7,0.2,0.02,0.3,3.7,4,51,45,23,0,62,1.2,1.7,64,65,2.1,1.2,1412532000
21,1.7,0.2,0.03,1.2,4.3,5.5,47,33,15,0,63,1.2,1.8,54,332,1.9,1.4,1412535600
21,1.7,0.19,0.03,1,4.4,5.4,47,44,17,0,64,1.2,1.7,55,61,2,1.3,1412539200
20,1.7,0.2,0.05,1.2,5.5,6.7,38,39,16,0,66,1.6,1.8,64,29,1.8,1.4,1412542800
21,1.7,0.26,0.07,1.4,8.9,10,34,46,25,0,65,1.3,1.8,29,61,1.8,0.6,1412546400
23,1.7,0.3,0.07,2,8.2,10,41,44,22,0,56,1.3,1.8,56,56,2.3,1.3,1412550000
25,1.7,0.27,0.04,1.6,6.4,8,50,65,24,0,49,1.4,1.8,59,55,2.7,2.2,1412553600
28,1.7,0.28,0.08,1.2,5.9,7.1,56,69,27,0,43,1.4,1.8,57,58,2.5,0.9,1412557200
30,1.7,0.28,0.06,1.1,5.8,6.9,62,82,27,0,39,1.5,1.8,35,330,2.5,0.7,1412560800
31,1.7,0.28,0.07,1.1,5.3,6.4,61,62,35,0,34,0.7,1.8,17,7.5,2.2,0.7,1412564400
31,1.7,0.26,0.06,1.1,5,6.1,59,61,26,0,33,0.6,1.8,71,306,3.1,0.5,1412568000
31,1.7,0.27,0.09,1.2,5.2,6.4,57,57,26,0,35,0.8,1.8,104,110,2.9,0.8,1412571600
30,1.7,0.27,0.09,1.5,5.6,7.2,59,81,26,0,36,1.1,1.8,99,73,3,1.1,1412575200
29,1.7,0.29,0.12,1.6,6.5,8,59,98,32,0,38,1.5,1.8,82,63,2.9,0.9,1412578800
27,1.7,0.3,0.12,1.4,7.3,8.7,58,81,37,0,43,2.1,1.8,72,67,2.8,1.6,1412582400
24,1.7,0.36,0.13,1.3,11,12,52,81,32,0,49,2.3,1.9,64,62,2.5,1.9,1412586000
23,1.7,0.33,0.1,1.1,8.9,10,51,68,36,0,55,1.9,1.8,62,55,2.3,1.7,1412589600
22,1.7,0.26,0.04,1.3,5.5,6.8,53,82,26,0,55,1.6,1.8,55,55,3.5,3.3,1412593200
22,1.7,0.25,0.03,1.2,4.9,6.1,54,66,31,0,54,1.5,1.7,55,54,4,3.3,1412596800
22,1.7,0.24,0.02,1.1,4.3,5.4,56,52,25,0,55,1.6,1.7,57,60,3,2.7,1412600400
21,1.7,0.23,0.02,1.2,4.3,5.5,54,33,36,0,57,1.5,1.7,77,80,2.4,2.8,1412604000
21,1.7,0.23,0.02,1.2,4.4,5.5,52,32,33,0,57,1.3,1.7,92,65,1.9,2,1412607600
21,1.7,0.22,0.04,1,3.8,4.9,49,49,31,0,58,1.1,1.8,72,71,3,1.9,1412611200
20,1.7,0.23,0.11,1.1,4.4,5.5,39,38,24,0,62,1.4,1.8,64,58,2,1.2,1412614800
20,1.7,0.23,0.03,1.3,4.8,6,46,43,17,0,62,1.5,1.7,68,72,2.1,1.3,1412618400
20,1.7,0.24,0.02,1.5,4.3,5.8,50,33,21,0,64,1.5,1.7,61,63,2.6,2.1,1412622000
20,1.7,0.25,0.02,1.1,4.4,5.5,52,33,26,0,66,1.6,1.7,70,75,3.1,2,1412625600
20,1.7,0.24,0.03,1,4.2,5.1,50,38,24,0,63,1.6,1.7,72,6.4,2,1.5,1412629200
20,1.7,0.25,0.07,1,5.8,6.8,45,29,22,0,61,1.5,1.8,68,89,2.2,1.2,1412632800
21,1.7,0.32,0.08,1.5,8.3,9.8,42,47,16,0,55,1.6,1.8,69,61,2.3,1.4,1412636400
24,1.7,0.27,0.05,1.9,5.8,7.8,46,29,26,0,46,1.6,1.7,86,94,2.5,1.5,1412640000
27,1.7,0.27,0.09,1.5,6.9,8.4,51,40,30,0,38,2.3,1.8,26,317,2,0.5,1412643600
29,1.7,0.25,0.09,1.6,6.9,8.5,55,42,28,0,34,2.3,1.8,309,312,3.4,2.3,1412647200
30,1.7,0.26,0.08,1.5,6.9,8.4,65,43,24,0,32,1.7,1.8,308,314,3,1.9,1412650800
30,1.7,0.28,0.08,1.4,6.2,7.6,72,37,15,0,34,1.5,1.8,316,310,4,1.1,1412654400
30,1.7,0.27,0.09,1.2,6.2,7.4,70,50,18,0,37,1.1,1.8,55,34,3.3,0.8,1412658000
29,1.7,0.25,0.08,1.4,5.8,7.2,66,42,13,0,39,0.9,1.8,85,80,3.6,1.2,1412661600
28,1.7,0.25,0.1,1.3,5.5,6.8,61,54,11,0,42,0.9,1.8,82,63,3.6,1.3,1412665200
27,1.7,0.27,0.11,1.4,6.2,7.6,55,25,14,0,47,2.3,1.8,80,87,2.7,1.6,1412668800
25,1.7,0.34,0.14,1.4,9.6,11,46,39,11,0,52,2.3,1.8,77,55,1.4,1,1412672400
23,1.7,0.39,0.19,1.3,12,13,40,30,20,0,58,1.7,1.9,61,74,1.7,0.8,1412676000
22,1.7,0.3,0.11,1.2,9.5,11,38,34,19,0,62,1.8,1.8,64,65,2.1,1.2,1412679600
22,1.7,0.25,0.06,1.2,7.1,8.3,40,36,17,0,62,1.6,1.8,55,56,2,1.6,1412683200
21,1.7,0.25,0.06,0.9,6.3,7.3,39,26,7,0,63,1.7,1.8,58,49,1.7,1.2,1412686800
21,1.7,0.23,0.07,1.2,5.9,7.1,39,29,6,0,64,1.6,1.8,70,87,2.1,1.4,1412690400
21,1.7,0.2,0.02,1.4,4.3,5.8,40,20,13,0,65,1.4,1.7,83,50,1.2,1.8,1412694000
20,1.7,0.21,0.07,1.3,4.7,6,35,19,16,0,68,2,1.8,77,77,2,1.7,1412697600
21,1.7,0.18,0.02,1.5,3.7,5.2,38,15,9,0,66,1.5,1.7,82,99,2.4,2.3,1412701200
21,1.7,0.19,0.09,1.4,3.6,5,34,12,3,0,68,1.6,1.8,109,114,1,1.3,1412704800
20,1.7,0.21,0.21,1.4,6.5,7.8,24,17,4,0,75,1.6,1.9,96,1.6,1.2,0.5,1412708400
19,1.7,0.21,0.24,1.3,6.7,8,21,14,4,0,78,1.8,2,103,97,1.8,1.4,1412712000
19,1.7,0.24,0.1,1.3,6.4,7.7,25,17,7,0,77,1.7,1.8,108,87,1.1,1.6,1412715600
20,1.7,0.38,0.13,1.8,12,14,19,15,7,0,73,2,1.9,79,322,1,0.8,1412719200
22,1.8,0.73,0.32,8.3,22,31,15,23,9,0,62,2.7,2.1,51,71,1.1,0.7,1412722800
25,1.7,0.54,0.28,6.7,18,25,24,41,13,0,50,2.6,2,6.4,334,2.1,0.6,1412726400
29,1.7,0.25,0.13,1.3,6,7.2,43,38,11,0,39,1.9,1.8,3.4,39,1.7,0.6,1412730000
30,1.7,0.22,0.11,1.2,6.5,7.6,56,48,21,0,34,1.8,1.8,320,352,1.9,1,1412733600
31,1.7,0.23,0.1,1.9,5.6,7.5,63,52,21,0,34,2.5,1.8,325,304,3.1,1.3,1412737200
31,1.7,0.21,0.08,1.4,5.6,7,63,52,21,0,33,1.6,1.8,316,356,2.2,1.4,1412740800
31,1.7,0.21,0.14,2,7,9,60,56,23,0,34,2,1.8,313,303,4.1,2.4,1412744400
31,1.7,0.2,0.17,2.1,6.4,8.5,57,56,20,0,37,2.3,1.9,315,308,3.5,2.1,1412748000
30,1.7,0.18,0.1,1.9,4.4,6.3,52,33,19,0,41,1.7,1.8,310,101,3.3,0.7,1412751600
28,1.7,0.2,0.09,1.8,5.3,7.2,44,53,29,0,48,2.3,1.8,65,66,2.6,1.6,1412755200
26,1.7,0.24,0.1,1.4,7.4,8.7,38,58,33,0,56,2.7,1.8,65,54,1.7,1,1412758800
24,1.7,0.29,0.16,1.6,11,12,31,71,30,0,62,2.7,1.9,59,75,1.5,0.8,1412762400
23,1.7,0.21,0.07,1.5,6.8,8.2,32,58,32,0,67,2.5,1.7,60,57,2.2,1.4,1412766000
22,1.7,0.19,0.07,1.6,5.5,7.1,31,41,18,0,68,2.4,1.7,61,63,2,1.4,1412769600
22,1.7,0.29,0.08,1.8,8.2,10,26,47,25,0,72,2.7,1.8,54,50,2,1.3,1412773200
22,1.7,0.16,0.02,1.6,4,5.6,32,34,11,0,71,2.5,1.7,59,57,2.3,2,1412776800
22,1.7,0.15,0.05,1.5,3.1,4.5,32,33,14,0,70,2.3,1.7,59,74,2,1,1412780400
21,1.7,0.15,0.05,1.4,3.5,4.9,32,24,1,0,71,2.5,1.7,64,287,2,0.8,1412784000
21,1.7,0.14,0.04,1.4,2.8,4.2,34,25,8,0,70,2,1.7,65,63,2.7,1.5,1412787600
21,1.7,0.15,0.01,1.4,2.6,3.9,32,18,12,0,71,2.1,1.7,78,100,2.4,1.8,1412791200
21,1.7,0.16,0.13,0.6,3.4,4,23,15,13,0,72,2.1,1.8,66,68,1.1,0.7,1412794800
20,1.7,0.19,0.13,0.5,4.6,5.1,19,14,13,0,77,2.1,1.8,62,50,1.1,0.9,1412798400
19,1.7,0.21,0.1,0.6,7.2,7.8,13,24,9,0,80,2.2,1.8,62,58,1.6,0.9,1412802000
20,1.7,0.28,0.14,1.9,9.8,12,16,12,11,0,76,2.3,1.9,57,42,1.5,0.9,1412805600
22,1.7,0.45,0.16,7,14,21,15,27,6,0,62,2.3,1.9,55,55,1.8,1.2,1412809200
26,1.7,0.29,0.11,2.6,8.2,11,28,27,8,0,46,2.3,1.8,64,95,2.1,1.1,1412812800
28,1.7,0.19,0.07,1.4,4.8,6.2,39,32,6,0,40,2.2,1.8,55,57,1.4,1.2,1412816400
31,1.7,0.19,0.1,0.6,4.3,4.8,46,24,12,0,37,1.5,1.8,336,14,1.4,0.7,1412820000
32,1.7,0.21,0.08,0.7,4.2,4.8,52,30,14,0,35,1,1.8,310,306,2.6,1,1412823600
33,1.7,0.19,0.06,0.5,3.7,4.2,51,42,19,0,37,1,1.7,12,348,3,0.6,1412827200
32,1.7,0.17,0.07,0.6,3.3,3.8,48,34,12,0,40,0.8,1.7,41,47,2.5,0.5,1412830800
32,1.7,0.17,0.08,0.6,3.5,4.1,45,34,18,0,42,1,1.8,349,91,2.5,0.4,1412834400
31,1.7,0.18,0.1,0.7,3.5,4.2,41,29,23,0,45,1.1,1.8,62,51,2.4,1.3,1412838000
29,1.7,0.19,0.09,0.5,4.2,4.7,38,29,29,0,53,2.1,1.8,80,89,2,1.1,1412841600
27,1.7,0.24,0.07,0.7,6.6,7.3,30,20,16,0,60,2.4,1.7,72,70,2.2,1.2,1412845200
25,1.7,0.26,0.1,0.5,9.2,9.7,25,20,11,0,66,2.5,1.8,65,85,1.7,1,1412848800
24,1.7,0.22,0.13,0.7,7.9,8.6,23,20,5,0,69,2.4,1.8,66,69,1.9,0.8,1412852400
24,1.7,0.22,0.12,0.7,6.7,7.4,23,19,4,0,72,2.4,1.8,50,65,2.5,1,1412856000
24,1.7,0.15,0.02,0.4,4,4.3,25,13,2,0,73,2.3,1.7,58,61,2.7,2.2,1412859600
24,1.7,0.17,0.09,0.5,4.8,5.3,23,24,2,0,75,2.2,1.7,56,67,2.5,1.4,1412863200
24,1.7,0.16,0.02,0.6,4.2,4.8,24,17,2,0,77,2.2,1.7,57,60,4.3,3.7,1412866800
24,1.6,0.14,0.01,0.3,3.4,3.6,28,24,0,0,77,1.4,1.7,59,56,4.4,4.2,1412870400
24,1.6,0.14,0.01,0.3,2.9,3.2,29,13,7,0,79,1.7,1.7,57,56,4.2,4.3,1412874000
24,1.7,0.14,0.01,0.4,2.7,3.1,30,17,7,0,79,1.7,1.7,59,60,3.8,3.6,1412877600
23,1.7,0.14,0.03,0.2,2.8,3,28,4,8,0,80,1.7,1.7,58,56,2.7,2.5,1412881200
23,1.7,0.12,0.06,0.3,3,3.3,27,9,0,0,81,1.9,1.7,59,61,2.5,2.1,1412884800
23,1.7,0.13,0.1,0.7,3.8,4.4,23,16,7,0,82,1.9,1.8,56,65,1.9,1,1412888400
23,1.7,0.19,0.25,1,6.3,7.2,19,26,13,0,82,1.9,1.9,46,52,1.2,0.5,1412892000
25,1.7,0.17,0.07,1.2,4.6,5.8,24,33,14,0,71,2.1,1.7,56,55,2,1.8,1412895600
28,1.7,0.14,0.05,1.2,3.8,4.9,29,34,11,0,60,2.1,1.7,47,64,3.3,1.8,1412899200
29,1.7,0.15,0.06,1.2,4,5.2,31,33,4,0,55,2,1.7,60,61,2.7,0.8,1412902800
31,1.7,0.16,0.06,1.3,4.3,5.7,36,49,7,0,49,1.6,1.7,71,273,3.4,0.5,1412906400
30,1.6,0.14,0.06,0.9,4,4.9,39,49,6,0,52,1.2,1.7,120,123,4.9,1.1,1412910000
29,1.7,0.13,0.04,1,3.8,4.8,40,64,7,0,55,1.1,1.7,109,98,5.5,2.1,1412913600
28,1.7,0.13,0.04,1,3.5,4.5,42,40,6,0,58,1.1,1.7,109,129,4.1,2.3,1412917200
29,1.7,0.13,0.08,1.1,3.2,4.3,40,35,3,0,55,1.1,1.7,114,113,5.5,1.2,1412920800
28,1.7,0.14,0.07,1,3.2,4.1,34,31,4,0,58,1.1,1.7,110,104,4.2,1.6,1412924400
27,1.7,0.15,0.07,0.8,3.6,4.4,30,26,2,0,65,1.9,1.7,102,107,3.3,1.3,1412928000
26,1.7,0.2,0.1,1,5.9,6.8,24,49,4,0,69,2.3,1.8,84,79,2,0.7,1412931600
25,1.7,0.19,0.06,0.4,6.5,6.9,23,37,4,0,70,2.8,1.7,66,89,2.7,1.3,1412935200
25,1.7,0.16,0.05,0.5,5,5.5,26,52,11,0,72,2.4,1.7,72,77,3.3,1.6,1412938800
25,1.7,0.16,0.04,0.5,4.7,5.2,26,22,8,0,73,2.2,1.7,65,58,1.6,1.6,1412942400
24,1.7,0.15,0.11,0.8,4.8,5.6,26,15,15,0,76,2,1.8,60,76,1.5,0.3,1412946000
24,1.7,0.17,0.11,0.8,5.1,5.9,24,7,7,0,79,1.8,1.8,51,36,1.4,0.7,1412949600
24,1.7,0.15,0.08,0.6,4.8,5.4,25,26,13,0,78,2,1.8,41,53,1,0.5,1412953200
23,1.7,0.15,0.08,0.9,4.3,5.1,24,26,6,0,79,2.6,1.8,46,40,1.3,0.9,1412956800
23,1.7,0.13,0.13,0.7,3.6,4.2,25,37,6,0,81,1.3,1.8,52,70,1.6,0.7,1412960400
23,1.7,0.14,0.08,0.7,3.5,4.3,23,18,4,0,83,1.3,1.8,46,53,1.1,0.8,1412964000
23,1.7,0.14,0.05,0.9,5,5.8,24,30,4,0,83,1.3,1.7,57,80,1.5,1,1412967600
23,1.7,0.15,0.04,0.8,4.9,5.7,27,11,4,0,84,1.6,1.7,62,75,3,1.1,1412971200
23,1.7,0.14,0.02,1.1,4,5.1,33,20,10,0,82,1.7,1.7,71,76,2.7,1.7,1412974800
23,1.7,0.16,0.03,0.9,4.5,5.4,33,27,9,0,81,1.6,1.7,76,86,2.8,1.3,1412978400
24,1.7,0.15,0.03,1.3,4.7,6,35,49,18,0,75,1.6,1.7,78,82,4.6,2.5,1412982000
24,1.7,0.15,0.03,1.2,5,6.2,37,40,10,0,75,1.7,1.7,82,99,4.4,2.8,1412985600
24,1.7,0.16,0.03,1,5.4,6.5,38,24,13,0,76,1.6,1.7,91,81,5.1,2.8,1412989200
24,1.7,0.17,0.03,1.3,6,7.3,39,32,11,0,75,1.3,1.7,90,88,4.7,3,1412992800
24,1.7,0.17,0.03,1.1,5.1,6.2,42,32,10,0,76,1,1.7,88,85,3.9,2.7,1412996400
24,1.7,0.17,0.03,1,4.5,5.4,44,47,16,0,74,1.1,1.7,81,67,5.1,2.5,1413000000
24,1.7,0.17,0.03,1.1,4.2,5.3,46,42,15,0,71,1,1.7,69,71,7.7,5.1,1413003600
25,1.7,0.16,0.04,1.3,3.9,5.2,46,53,23,0,66,0.6,1.7,74,81,5.5,4.6,1413007200
25,1.7,0.16,0.03,1.3,4.1,5.4,46,62,17,0,67,0.5,1.7,80,80,4.9,3.5,1413010800
25,1.7,0.17,0.04,1.1,4.3,5.3,43,49,15,0,69,1.2,1.7,69,66,4.2,2.9,1413014400
23,1.7,0.17,0.04,1.1,4.8,5.9,42,52,14,0,76,1.5,1.7,62,58,6.7,4.3,1413018000
23,1.7,0.16,0.03,1.1,4.5,5.5,41,50,15,0,79,1.5,1.7,65,65,6,4.5,1413021600
23,1.7,0.15,0.02,0.9,4,4.9,40,40,11,0,79,1.4,1.7,63,63,6.4,5.2,1413025200
23,1.7,0.15,0.02,0.9,3.9,4.7,40,40,20,0,79,1.6,1.7,65,70,4.5,3.6,1413028800
23,1.7,0.16,0.02,1.2,4,5.2,40,33,16,0,79,1.5,1.7,79,75,5,3.2,1413032400
23,1.7,0.16,0.02,1.1,3.7,4.7,42,37,25,0,76,1.4,1.7,73,55,2.7,2.7,1413036000
22,1.7,0.17,0.02,0.9,3.9,4.8,43,32,15,0,76,1.3,1.7,57,56,3.8,2.4,1413039600
22,1.7,0.15,0.01,0.9,3.1,4,45,27,16,0,74,0.5,1.7,56,53,3.1,2.9,1413043200
22,1.7,0.16,0.02,0.7,3.2,3.8,44,40,8,0,74,1.3,1.7,52,50,1.8,1.4,1413046800
22,1.7,0.16,0.02,0.8,3.3,4.1,42,32,10,0,76,1.3,1.7,60,81,2,1.1,1413050400
21,1.7,0.16,0.02,1.3,2.1,3.3,41,32,20,0,77,1.5,1.7,55,51,1.8,1.2,1413054000
21,1.7,0.15,0.03,1,2.4,3.4,39,40,18,0,79,1.4,1.7,61,55,1.9,1,1413057600
21,1.7,0.16,0.03,0.9,2.5,3.4,39,39,14,0,80,1.4,1.7,59,60,2.1,1.5,1413061200
21,1.7,0.19,0.04,1,3.3,4.3,37,42,3,0,79,1.4,1.7,58,58,2.6,1.5,1413064800
22,1.7,0.17,0.02,1.2,2,3.3,42,15,9,0,72,1.5,1.7,55,52,3.3,3,1413068400
25,1.7,0.16,0.02,0.9,2.4,3.3,42,28,16,0,60,1.6,1.7,64,87,2.8,1.3,1413072000
26,1.7,0.2,0.04,1.2,3.1,4.3,44,21,24,0,54,1.8,1.7,93,289,3.7,0.3,1413075600
27,1.7,0.16,0.03,1.4,2.8,4.1,47,34,29,0,50,1.1,1.7,176,194,3.7,0.4,1413079200
27,1.7,0.15,0.02,1.2,2.3,3.5,49,37,22,0,46,0.2,1.7,97,89,3.9,1,1413082800
28,1.7,0.15,0.02,1,1.9,2.9,51,46,19,0,45,0.4,1.7,79,74,3.9,0.8,1413086400
28,1.7,0.16,0.03,1.3,2.6,3.9,55,37,15,0,45,0.3,1.7,79,72,3.4,1.8,1413090000
28,1.7,0.17,0.04,0.9,3.5,4.4,61,34,18,0,45,0.7,1.7,51,299,3,0.6,1413093600
28,1.7,0.19,0.04,1.2,4.1,5.2,62,17,15,0,46,1.1,1.7,60,54,2.3,0.5,1413097200
27,1.7,0.25,0.05,1.5,6.6,8.2,59,35,25,0,50,2.2,1.8,69,83,2.6,0.9,1413100800
25,1.7,0.33,0.07,1.2,9.7,11,53,33,23,0,59,2.8,1.8,63,51,2.2,1.5,1413104400
23,1.7,0.33,0.09,1.3,11,13,45,49,29,0,65,2.5,1.8,53,47,0.9,1.3,1413108000
23,1.7,0.45,0.15,1.3,16,18,32,49,25,0,70,2.1,1.9,47,347,0.8,0.7,1413111600
23,1.7,0.2,0.05,1.3,5.9,7.2,40,38,21,0,65,1.6,1.7,70,68,3,2.4,1413115200
24,1.7,0.13,0.02,1,2,3,43,33,14,0,55,1.5,1.7,69,60,3.3,3.2,1413118800
24,1.7,0.15,0.03,1,2.2,3.2,42,11,6,0,51,1.3,1.7,58,53,1.1,2,1413122400
22,1.7,0.19,0.06,1,4.9,5.8,29,15,6,0,63,1.3,1.8,89,83,1.3,1.3,1413126000
21,1.7,0.18,0.07,1,4.3,5.3,29,22,7,0,67,1.7,1.8,61,49,1.2,1.3,1413129600
21,1.7,0.17,0.08,1.1,5.2,6.3,23,22,5,0,73,1.4,1.8,62,63,1.4,0.8,1413133200
20,1.7,0.14,0.05,1.1,2.8,4,30,24,14,0,71,1.4,1.8,51,47,1.2,1.1,1413136800
20,1.7,0.14,0.04,1.4,2.7,4.1,37,28,13,0,67,1.5,1.7,64,68,3.8,2.3,1413140400
21,1.7,0.18,0.04,1.5,2.2,3.7,42,28,24,0,59,1.7,1.7,65,58,1.4,1.6,1413144000
21,1.7,0.19,0.08,1.5,3.5,5,36,28,22,0,62,1.6,1.8,62,72,1.7,1.3,1413147600
21,1.7,0.23,0.06,1.8,5,6.8,36,11,21,0,59,1.7,1.8,64,71,2.4,1.2,1413151200
23,1.7,0.24,0.04,1.6,3.4,5,46,15,18,0,45,1.9,1.7,61,54,3.4,2.8,1413154800
25,1.7,0.25,0.07,1.5,4.2,5.7,49,30,18,0,39,1.9,1.8,57,57,3,2.6,1413158400
27,1.7,0.24,0.09,1.7,3.7,5.4,54,31,28,0,34,2,1.8,59,69,2.3,2.1,1413162000
29,1.7,0.27,0.09,2.2,4.4,6.5,60,45,26,0,33,1.7,1.8,335,340,2.3,1,1413165600
30,1.7,0.28,0.09,1.6,4.9,6.5,66,56,31,0,32,1.4,1.8,315,310,3.6,1.9,1413169200
30,1.7,0.27,0.07,1.4,4.7,6.1,70,62,30,0,31,1.4,1.8,314,309,2.6,1.5,1413172800
30,1.7,0.3,0.08,1.5,5.4,6.9,83,78,34,0,34,1.5,1.8,305,285,3.6,2,1413176400
30,1.7,0.32,0.13,1.6,7.6,9.2,90,58,36,0,38,1.7,1.9,91,88,3.2,1.1,1413180000
29,1.7,0.35,0.12,1.8,8.2,10,88,72,35,0,43,1.7,1.9,86,91,2.1,0.6,1413183600
27,1.7,0.41,0.17,1.5,11,12,81,70,38,0,48,2.3,1.9,81,85,1.8,0.5,1413187200
25,1.7,0.53,0.2,1.6,16,17,64,92,45,0,56,2.8,1.9,66,66,1.8,1,1413190800
23,1.7,0.44,0.14,1.5,11,13,66,87,56,0,62,2.3,1.9,56,321,1.1,1.3,1413194400
22,1.8,0.48,0.18,1.5,14,16,54,77,56,0,66,2.1,1.9,53,44,1.5,0.7,1413198000
21,1.8,0.44,0.16,1.8,13,15,50,71,43,0,68,1.9,1.9,43,52,1.1,0.6,1413201600
21,1.7,0.34,0.09,1.7,7.2,8.9,53,62,35,0,65,1.7,1.8,73,88,2.9,1.3,1413205200
22,1.7,0.23,0.04,1.6,3.2,4.8,53,57,26,0,56,1.6,1.7,88,83,1.5,2.8,1413208800
21,1.7,0.25,0.06,1.8,3.9,5.7,46,42,21,0,56,1.4,1.8,53,60,1.3,0.9,1413212400
21,1.7,0.27,0.11,1.6,5.3,6.9,38,34,7,0,64,1.4,1.8,68,60,1.5,1,1413216000
